,x,y,fit,low_boundary,cutoff_yield,params
0,0.0,18.204963834518487,341.8054893804018,9631,9.530123368731715,2.2540584857204986
1,0.012499843751968583,18.202534430706358,410.2084393047174,9631,9.530123368731715,0.348666954103405
2,0.024999687503937166,18.195245441642577,-0.014893437948503101,9631,9.530123368731715,0.77839950282743
3,0.03749953125590575,18.183094571877916,-61.38427641377453,9631,9.530123368731715,-3.092047404137524e-15
4,0.04999937500787433,18.166078119869823,-83.76505130713986,9631,9.530123368731715,-3.1292297927598983e-15
5,0.06249921875984291,18.14419116237496,,9631,9.530123368731715,
6,0.0749990625118115,18.117427809053908,,9631,9.530123368731715,
7,0.08749890626378008,18.085781524417136,,9631,9.530123368731715,
8,0.09999875001574866,18.049245514391288,,9631,9.530123368731715,
9,0.11249859376771723,18.00781317568739,,9631,9.530123368731715,
10,0.12499843751968583,17.961478608026397,,9631,9.530123368731715,
11,0.13749828127165442,17.910237192410364,,9631,9.530123368731715,
12,0.149998125023623,17.854086243420134,,9631,9.530123368731715,
13,0.16249796877559156,17.793025750564205,,9631,9.530123368731715,
14,0.17499781252756016,17.72705923388176,,9631,9.530123368731715,
15,0.18749765627952875,17.656194753653935,,9631,9.530123368731715,
16,0.19999750003149733,17.58044613522359,,9631,9.530123368731715,
17,0.2124973437834659,17.499834500624786,,9631,9.530123368731715,
18,0.22499718753543446,17.414390243588407,,9631,9.530123368731715,
19,0.23749703128740307,17.3241556504544,,9631,9.530123368731715,
20,0.24999687503937165,17.22918846696892,,9631,9.530123368731715,
21,0.26249671879134023,17.129566855352856,,9631,9.530123368731715,
22,0.27499656254330884,17.025396400258373,,9631,9.530123368731715,
23,0.2874964062952774,16.916820139596737,,9631,9.530123368731715,
24,0.299996250047246,16.80403306416771,,9631,9.530123368731715,
25,0.31249609379921456,16.68730321350614,,9631,9.530123368731715,
26,0.3249959375511831,16.567002476934718,,9631,9.530123368731715,
27,0.3374957813031517,16.443651577097846,,9631,9.530123368731715,
28,0.34999562505512033,16.31798551825225,,9631,9.530123368731715,
29,0.3624954688070889,16.19104790283223,,9631,9.530123368731715,
30,0.3749953125590575,16.064324317516927,,9631,9.530123368731715,
31,0.3874951563110261,15.939924452856431,,9631,9.530123368731715,
32,0.39999500006299465,15.820814507024394,,9631,9.530123368731715,
33,0.4124948438149632,15.711074124024833,,9631,9.530123368731715,
34,0.4249946875669318,15.61608603686323,,9631,9.530123368731715,
35,0.43749453131890037,15.54244859256432,,9631,9.530123368731715,
36,0.4499943750708689,15.497287072099255,,9631,9.530123368731715,
37,0.4624942188228376,15.486748552003732,,9631,9.530123368731715,
38,0.47499406257480614,15.514055928648055,,9631,9.530123368731715,
39,0.48749390632677475,15.57824818555428,,9631,9.530123368731715,
40,0.4999937500787433,15.674576056644469,,9631,9.530123368731715,
41,0.5124935938307119,15.796243432993904,,9631,9.530123368731715,
42,0.5249934375826805,15.936276052642924,,9631,9.530123368731715,
43,0.537493281334649,16.088664106328977,,9631,9.530123368731715,
44,0.5499931250866177,16.24872509771138,,9631,9.530123368731715,
45,0.5624929688385862,16.413010496099304,,9631,9.530123368731715,
46,0.5749928125905548,16.579050298046887,,9631,9.530123368731715,
47,0.5874926563425233,16.745091190996547,,9631,9.530123368731715,
48,0.599992500094492,16.909883599369095,,9631,9.530123368731715,
49,0.6124923438464606,17.072525071946316,,9631,9.530123368731715,
50,0.6249921875984291,17.232350857386905,,9631,9.530123368731715,
51,0.6374920313503977,17.388859513678433,,9631,9.530123368731715,
52,0.6499918751023662,17.541663035522838,,9631,9.530123368731715,
53,0.6624917188543349,17.690453592461594,,9631,9.530123368731715,
54,0.6749915626063034,17.834981311715275,,9631,9.530123368731715,
55,0.6874914063582721,17.975039327144287,,9631,9.530123368731715,
56,0.6999912501102407,18.110453584595824,,9631,9.530123368731715,
57,0.7124910938622092,18.24107575969189,,9631,9.530123368731715,
58,0.7249909376141778,18.366778220784987,,9631,9.530123368731715,
59,0.7374907813661463,18.487450347823454,,9631,9.530123368731715,
60,0.749990625118115,18.60299576291441,,9631,9.530123368731715,
61,0.7624904688700835,18.71333018596649,,9631,9.530123368731715,
62,0.7749903126220522,18.818379729592856,,9631,9.530123368731715,
63,0.7874901563740208,18.918079511718375,,9631,9.530123368731715,
64,0.7999900001259893,19.01237250526752,,9631,9.530123368731715,
65,0.8124898438779579,19.101208570429925,,9631,9.530123368731715,
66,0.8249896876299264,19.184543631754345,,9631,9.530123368731715,
67,0.837489531381895,19.262338973169854,,9631,9.530123368731715,
68,0.8499893751338636,19.33456063115935,,9631,9.530123368731715,
69,0.8624892188858322,19.401178871088995,,9631,9.530123368731715,
70,0.8749890626378007,19.46216773498837,,9631,9.530123368731715,
71,0.8874889063897693,19.517504651417887,,9631,9.530123368731715,
72,0.8999887501417378,19.5671700997882,,9631,9.530123368731715,
73,0.9124885938937066,19.611147322822085,,9631,9.530123368731715,
74,0.9249884376456752,19.649422081904255,,9631,9.530123368731715,
75,0.9374882813976437,19.681982450933702,,9631,9.530123368731715,
76,0.9499881251496123,19.708818645030533,,9631,9.530123368731715,
77,0.962487968901581,19.729922881091248,,9631,9.530123368731715,
